gps_msg.header.stamp.to_sec(),gps_msg.latitude,gps_msg.longitude,timed_compass_msg.header.stamp.to_sec(),timed_compass_msg.range,vfr_hud_msg.header.stamp.to_sec(),vfr_hud_msg.groundspeed,gps_velocity_msg.header.stamp.to_sec(),gps_velocity_msg.twist.linear.x,gps_velocity_msg.twist.linear.y,imu_msg.header.stamp.to_sec(),imu_msg.pose.pose.position.x,imu_msg.pose.pose.position.y,imu_msg.pose.pose.position.z,imu_msg.pose.pose.orientation.x,imu_msg.pose.pose.orientation.y,imu_msg.pose.pose.orientation.z,imu_msg.pose.pose.orientation.w,imu_msg.twist.twist.linear.x,imu_msg.twist.twist.linear.y,imu_msg.twist.twist.linear.z,imu_msg.twist.twist.angular.x,imu_msg.twist.twist.angular.y,imu_msg.twist.twist.angular.z,sonde_msg.header.stamp.to_sec(),yymmdd,hhmmss,battery_v,temperature_c,depth_m,cond_uS_cm,pH,spcond_mS_cm,spcond_Us_cm,chlorophyll_rfu,odo_pct_sat,odo_mg_l,turbidity_ntu,bga_pc_rfu,chlorophyll_ug_l,bga_pc_ug_l
1662031229.0768797,43.4100379,-72.037032,1675301281.63595,15.87,1662031229.2985363,0.5071054697036743,1662031229.0428796,-0.12077884317196826,0.04808815906271626,1662031229.0978796,-0.469819039106369,0.013134744018316269,331.0800476074219,0.040980869882989504,0.03215008638008952,-0.601896584220713,-0.7968735421337718,0.14885003585056333,-0.46644382478492447,-0.09192324408405511,0.00542269553989172,0.0020391244906932116,0.0006223752279765902,1662031229.457287,220901.0,72028.0,4.949999809265137,15.689000129699707,-0.16699999570846558,0.07000000029802322,6.889999866485596,0.0,0.07999999821186066,0.3799999952316284,103.2300033569336,10.260000228881836,12.0,1.3799999952316284,1.5299999713897705,1.3799999952316284
1662031230.0768797,43.410038,-72.0370326,1675301282.640679,15.94,1662031230.2985475,0.4850366711616516,1662031230.0428796,-0.1300695234159658,0.05178724822138675,1662031230.0978796,-0.019928336143493652,-0.009448282420635223,0.008119859732687473,0.04129278162334076,0.03189190285662652,-0.6015666491784484,-0.7971169169665163,0.14703361994122913,-0.45314881055160594,-0.08424686122034668,0.0044843824580311775,0.0017160384450107813,-0.0001853062422014775,1662031230.45729,220901.0,72029.0,4.949999809265137,15.690999984741211,-0.16699999570846558,0.07000000029802322,6.860000133514404,0.0,0.07999999821186066,0.4099999964237213,103.23999786376953,10.260000228881836,11.859999656677246,1.3600000143051147,1.659999966621399,1.3600000143051147
1662031231.0968797,43.4100384,-72.0370319,1675301283.66592,15.99,1662031231.2985952,0.5288501977920532,1662031231.0428796,-0.21368564561194384,0.08507905064942108,1662031231.1178796,0.03925195336341858,0.0521031953394413,-0.003849619999527931,0.03957664568780963,0.03250143165880009,-0.601108383852138,-0.7975249569254247,0.19642548843095656,-0.4686098716248628,-0.08995201218198581,0.006498571485280991,-0.000876719132065773,0.00026261614402756106,1662031231.457288,220901.0,72030.0,4.949999809265137,15.690999984741211,-0.16699999570846558,0.07000000029802322,6.820000171661377,0.0,0.07999999821186066,0.3799999952316284,103.25,10.260000228881836,11.710000038146973,1.399999976158142,1.5199999809265137,1.399999976158142
1662031232.0768797,43.4100384,-72.0370297,1675301284.635905,16.02,1662031232.298607,0.609626054763794,1662031232.0428796,-0.20439496536794627,0.0813799614907506,1662031232.0978796,0.21704334020614624,0.05086636543273926,-0.02799118310213089,0.039556073670162624,0.0320715823725506,-0.6007997683174459,-0.7977758889748578,0.21806554421598245,-0.5455283326968865,-0.11038088317820285,0.004970121197402477,0.0018212576396763325,0.00037387484917417147,1662031232.457287,220901.0,72031.0,4.949999809265137,15.6899995803833,-0.16699999570846558,0.07000000029802322,6.809999942779541,0.0,0.09000000357627869,0.3700000047683716,103.26000213623047,10.260000228881836,11.779999732971191,1.3799999952316284,1.4900000095367432,1.3799999952316284
1662031233.0768797,43.4100384,-72.0370279,1675301285.636584,16.03,1662031233.2986176,0.6439652442932129,1662031233.0428796,-0.11148816292797069,0.04438906990404578,1662031233.0978796,0.3652024269104004,0.05192399397492409,0.023401709273457527,0.039123193640839694,0.03197801866075264,-0.60073221405845,-0.7978518590780537,0.22864656697350463,-0.5855565789361435,-0.09886891659790685,0.00490143895149231,0.00126067572273314,0.00019127869745716436,1662031233.457287,220901.0,72032.0,4.949999809265137,15.689000129699707,-0.16699999570846558,0.07000000029802322,6.679999828338623,0.0,0.09000000357627869,0.3799999952316284,103.26000213623047,10.260000228881836,11.800000190734863,1.3300000429153442,1.5399999618530273,1.3300000429153442
1662031234.0978796,43.410039,-72.0370264,1675301286.657207,16.02,1662031234.2987113,0.6332470774650574,1662031234.0428796,-0.04645340121998779,0.018495445793352407,1662031234.1178796,0.491766095161438,0.1158146783709526,-0.011365998536348343,0.03942242325051006,0.03188211312289885,-0.6007573875186865,-0.7978220132019417,0.24512542191516778,-0.5825616507375458,-0.1083273011022804,0.004707627929747105,0.0016789864748716354,-8.692784467712065e-05,1662031234.457286,220901.0,72033.0,4.949999809265137,15.6850004196167,-0.16699999570846558,0.07000000029802322,6.670000076293945,0.0,0.09000000357627869,0.3400000035762787,103.26000213623047,10.260000228881836,11.75,1.399999976158142,1.340000033378601,1.399999976158142
1662031235.0578797,43.4100394,-72.0370245,1675301287.617565,16.0,1662031235.2986042,0.641200602054596,1662031235.0428796,-0.018581360487995115,0.0073981783173409634,1662031235.0968797,0.04976285994052887,0.03626073896884918,0.0062654707580804825,0.03966188395838576,0.032333081616393276,-0.6008721077231971,-0.7977055954137101,0.24683078840867198,-0.5804443762267922,-0.10545469476082169,0.004466530866920948,0.0017433622851967812,0.00019054062431678154,1662031235.457286,220901.0,72034.0,4.949999809265137,15.680999755859375,-0.16699999570846558,0.07000000029802322,6.710000038146973,0.0,0.09000000357627869,0.3100000023841858,103.26000213623047,10.260000228881836,11.729999542236328,1.4299999475479126,1.2300000190734863,1.4299999475479126
1662031236.0978796,43.4100438,-72.0370206,1675301288.662233,15.97,1662031236.2986147,0.6768829822540283,1662031236.0428796,-0.1951042851239487,0.07768087233208011,1662031236.1178796,0.3608574867248535,0.5286526083946228,-0.04492191970348358,0.03986036228003662,0.03232884418338029,-0.601060443207205,-0.7975539736997297,0.36195667612959304,-0.5502006659578222,-0.11662189046551244,0.005074722692370415,0.001195001183077693,0.0003981305635534225,1662031236.457286,220901.0,72035.0,4.949999809265137,15.678000450134277,-0.16699999570846558,0.07000000029802322,6.789999961853027,0.0,0.07999999821186066,0.28999999165534973,103.26000213623047,10.260000228881836,11.710000038146973,1.3200000524520874,1.149999976158142,1.3200000524520874
1662031237.0578797,43.4100484,-72.0370164,1675301289.62539,15.96,1662031237.298625,0.736739456653595,1662031237.0428796,-0.08361612219597801,0.03329180242803433,1662031237.0978796,0.07309156656265259,0.09305858612060547,0.0019737929105758667,0.040555117812853834,0.03205533624810566,-0.6012134614238713,-0.7974146422282032,0.4419126983923534,-0.5634841534216665,-0.12796125890981766,0.00487461406737566,0.001128126634284854,-0.00017863610992208137,1662031237.457284,220901.0,72036.0,4.949999809265137,15.677000045776367,-0.16699999570846558,0.07000000029802322,6.769999980926514,0.0,0.07999999821186066,0.30000001192092896,103.25,10.260000228881836,11.720000267028809,1.2999999523162842,1.1799999475479126,1.2999999523162842
1662031238.0768797,43.4100507,-72.037012,1675301290.636435,15.97,1662031238.2986367,0.7368426322937012,1662031238.0428796,-0.22297632585594138,0.08877813980809156,1662031238.0978796,0.4132280945777893,0.3267545700073242,-0.045369841158390045,0.039993517700819776,0.03207662096369016,-0.6011716927148468,-0.7974736389422736,0.4255497969016788,-0.6091509193057228,-0.13907081214443173,0.005468272604048252,0.0007817363366484642,0.0004106293199583887,1662031238.457285,220901.0,72037.0,4.949999809265137,15.675999641418457,-0.16699999570846558,0.07000000029802322,6.71999979019165,0.0,0.07999999821186066,0.2800000011920929,103.23999786376953,10.260000228881836,11.720000267028809,1.340000033378601,1.1200000047683716,1.340000033378601
1662031239.0768797,43.4100501,-72.0370101,1675301291.636567,15.97,1662031239.2986517,0.6766732931137085,1662031239.0428796,-0.2601390468319316,0.1035744964427735,1662031239.0978796,0.021296024322509766,-0.025164484977722168,0.018372327089309692,0.039590747905953884,0.03310970535150871,-0.6010618707792527,-0.7975342924207891,0.3300640499607521,-0.5992611760812253,-0.12503908238835132,0.003978129476308823,-0.0026478739455342293,-0.00029725042986683515,1662031239.457286,220901.0,72038.0,4.949999809265137,15.673999786376953,-0.16699999570846558,0.07000000029802322,6.71999979019165,0.0,0.07999999821186066,0.27000001072883606,103.2300033569336,10.260000228881836,11.729999542236328,1.3200000524520874,1.0800000429153442,1.3300000429153442
1662031240.0578797,43.4100487,-72.03701,1675301292.62285,15.97,1662031240.2986608,0.5600490570068359,1662031240.0428796,-0.12077884317196826,0.04808815906271626,1662031240.0968797,0.03787708282470703,-0.19341397285461426,0.03313896059989929,0.03961504677151988,0.03402010629990768,-0.6010139886256598,-0.7975308557748149,0.21506109197966838,-0.5334746314978204,-0.110819338231841,0.0045168595388531685,0.0008159973658621311,0.0001785076456144451,1662031240.457286,220901.0,72039.0,4.949999809265137,15.673999786376953,-0.16699999570846558,0.07000000029802322,6.730000019073486,0.0,0.09000000357627869,0.28999999165534973,103.22000122070312,10.260000228881836,11.770000457763672,1.2999999523162842,1.1399999856948853,1.2999999523162842
1662031241.0768797,43.4100468,-72.0370099,1675301293.635967,15.95,1662031241.2986662,0.48566117882728577,1662031241.0428796,-0.04645340121998779,0.018495445793352407,1662031241.0978796,0.03584182262420654,-0.4012794494628906,0.052316948771476746,0.03960360838202642,0.0350977822425287,-0.6010421723777165,-0.7974634831189793,0.124511852357497,-0.4723508516635279,-0.09046461124910067,0.004223410040140152,0.001467911759391427,0.00019836280262097697,1662031241.457287,220901.0,72040.0,4.949999809265137,15.675000190734863,-0.16699999570846558,0.07000000029802322,6.710000038146973,0.0,0.07999999821186066,0.3499999940395355,103.19999694824219,10.260000228881836,11.8100004196167,1.3799999952316284,1.3799999952316284,1.3799999952316284
1662031242.0768797,43.4100439,-72.0370097,1675301294.669967,15.93,1662031242.2986858,0.441545695066452,1662031242.0428796,-0.07432544195198046,0.029592713269363854,1662031242.0978796,-0.00023567676544189453,-0.06227374076843262,0.01543688029050827,0.03973440132226361,0.035467914529331145,-0.6011816464126507,-0.7973354578890094,0.044546051528298033,-0.43753009480593197,-0.090959246443591,0.005415097810328007,0.0013176137581467628,0.0003445483162067829,1662031242.457282,220901.0,72041.0,4.949999809265137,15.67300033569336,-0.16699999570846558,0.07000000029802322,6.699999809265137,0.0,0.07999999821186066,0.3400000035762787,103.18000030517578,10.260000228881836,11.770000457763672,1.3600000143051147,1.3700000047683716,1.3600000143051147
1662031243.0978796,43.410041,-72.037008,1675301295.66422,15.9,1662031243.2986953,0.46804964542388916,1662031243.0428796,-0.14865088390396092,0.05918542653872771,1662031243.1178796,0.13863813877105713,-0.39299818873405457,0.02561166137456894,0.03980532286564511,0.0354620837929278,-0.6013690096992317,-0.7971908749214273,0.01086143662694086,-0.4648647982958267,-0.09302769865491967,0.005089014768600464,0.0011414338368922472,0.0003494310658425091,1662031243.457282,220901.0,72042.0,4.949999809265137,15.670999526977539,-0.16699999570846558,0.07000000029802322,6.690000057220459,0.0,0.07999999821186066,0.30000001192092896,103.16000366210938,10.25,11.75,1.3600000143051147,1.2100000381469727,1.3600000143051147
