,latitude,longitude,absorbing_aerosol_index,CO_column_number_density,H2O_column_number_density,tropospheric_HCHO_column_number_density,NO2_column_number_density,O3_column_number_density,SO2_column_number_density
0,43.00791290283203,-80.99739715576172,-0.45912377391773473,,,0.0001425598776725259,8.645168207191414e-05,0.14381833537250896,0.00011796211055284077
1,43.00791290283203,-80.98739715576171,-0.4532465309162282,,,0.00014467128800804943,8.790462148941556e-05,0.14376126739643008,6.574121219155548e-05
2,43.00791290283203,-80.97739715576172,-0.4551382697749368,,,0.0001495397663021364,8.788138053284141e-05,0.14369076087315596,0.00010359604513328352
3,43.00791290283203,-80.96739715576172,-0.47834308765949507,,,0.0001373322903104566,8.756369612657246e-05,0.1436760070391398,0.0002050976690872955
4,43.00791290283203,-80.95739715576173,-0.5157728841054449,,,0.00011698091749862575,8.663583619388982e-05,0.14368099398314335,0.00018188831290391472
5,43.00791290283203,-80.94739715576172,-0.5266690017803143,,,0.00011045669978063517,8.627723268342692e-05,0.143678346153161,0.0002484690205958735
6,43.00791290283203,-80.93739715576172,-0.5366321577965475,,,0.00013026561111409652,8.611675006624543e-05,0.14367910463853262,0.0003363263413666068
7,43.00791290283203,-80.92739715576172,-0.5137722117048038,,,0.00013530412479664157,8.603989127376298e-05,0.14363799721610496,0.000317716203136752
8,43.00791290283203,-80.91739715576172,-0.5108936415035665,,,0.0001297459240406172,8.551776612744182e-05,0.14359409290016922,0.0002095972724663606
9,43.00791290283203,-80.90739715576171,-0.5325048888046622,,,0.00011886466188259571,8.491839669788123e-05,0.1435730293907386,0.00017782048386798233
10,43.00791290283203,-80.89739715576172,-0.525294852666753,,,0.00011644410327563948,8.536650483438001e-05,0.1436416512274794,0.00011729167676457064
11,43.00791290283203,-80.88739715576172,-0.5096290313777098,,,0.00010783823089711376,8.623949431463881e-05,0.14360324486357337,-0.00010514959129909785
12,43.00791290283203,-80.87739715576171,-0.5176487730653964,,,8.92529442020099e-05,8.601116554808704e-05,0.14354845636280902,-8.507853690891932e-05
13,43.00791290283203,-80.86739715576172,-0.5496045618367059,,,9.590070259683232e-05,8.615633656841274e-05,0.14358659093707918,-6.746212305386042e-05
14,43.00791290283203,-80.85739715576172,-0.5658744413039637,,,0.00011204003749769794,8.632851958444524e-05,0.14359279144132406,-4.361090373910023e-06
15,43.00791290283203,-80.84739715576171,-0.5623674797788406,,,0.00010994121542271135,8.709322103544329e-05,0.14355051583419867,5.743398654890527e-05
16,43.00791290283203,-80.83739715576172,-0.5560004695068251,,,0.00012067180531239886,8.75536338151266e-05,0.14357222242896367,1.5839210073398343e-06
17,43.00791290283203,-80.82739715576172,-0.5613841417476448,,,0.0001212281119611934,8.800837479552812e-05,0.14358877065267886,1.0901672160912036e-05
18,43.00791290283203,-80.81739715576171,-0.5834648039660291,,,0.00010772322020782752,8.92479073445655e-05,0.1435696029401752,4.357792021544966e-05
19,43.00791290283203,-80.80739715576172,-0.6285712382227385,,,8.418306749504652e-05,8.918124493783127e-05,0.14354789681492938,-3.3317016706527166e-05
20,43.00791290283203,-80.79739715576171,-0.6350029136368358,,,7.944489448603118e-05,8.783977564463089e-05,0.14350500364096921,-3.215195983443074e-05
