,result_name,rmse,mae,relative_rmse,relative_mae,len_scale,n_turns,n_measurements,sensor_noise_ratio,n_inducing_points,Inducing points,Number of inducing points (binned)
0,0.3_random_field_0-3_0.1-20,0.15213427,0.12182307,0.90705234,0.9150427,0.3,3,400,0.1,19,11 - 40,11 - 40
1,0.3_random_field_1-3_0.1-20,0.17161399,0.1355074,0.99798876,0.97893214,0.3,3,400,0.1,19,11 - 40,11 - 40
2,0.3_random_field_2-3_0.1-20,0.13458765,0.10911704,0.95205975,0.9551397,0.3,3,400,0.1,19,11 - 40,11 - 40
3,0.3_random_field_3-3_0.1-20,0.17675982,0.14198631,0.9700476,0.9556465,0.3,3,400,0.1,19,11 - 40,11 - 40
4,0.3_random_field_4-3_0.1-20,0.14286847,0.11381934,0.9323421,0.9290608,0.3,3,400,0.1,19,11 - 40,11 - 40
5,0.3_random_field_0-3_0.1-40,0.14572613,0.117600806,0.8688458,0.88332826,0.3,3,400,0.1,27,11 - 40,11 - 40
6,0.3_random_field_1-3_0.1-40,0.17053667,0.1338054,0.9917238,0.9666365,0.3,3,400,0.1,27,11 - 40,11 - 40
7,0.3_random_field_2-3_0.1-40,0.1334046,0.10814814,0.94369096,0.9466586,0.3,3,400,0.1,27,11 - 40,11 - 40
8,0.3_random_field_3-3_0.1-40,0.16967684,0.13629198,0.93117654,0.9173205,0.3,3,400,0.1,27,11 - 40,11 - 40
9,0.3_random_field_4-3_0.1-40,0.1402256,0.111748375,0.9150951,0.9121564,0.3,3,400,0.1,27,11 - 40,11 - 40
10,0.3_random_field_0-3_0.1-70,0.13566212,0.110221304,0.8088424,0.82789904,0.3,3,400,0.1,62,41 - 110,41 - 110
11,0.3_random_field_1-3_0.1-70,0.16871129,0.13019523,0.9811086,0.94055593,0.3,3,400,0.1,62,41 - 110,41 - 110
12,0.3_random_field_2-3_0.1-70,0.12696037,0.10103876,0.8981051,0.8844277,0.3,3,400,0.1,62,41 - 110,41 - 110
13,0.3_random_field_3-3_0.1-70,0.15996492,0.12743287,0.8778781,0.8576938,0.3,3,400,0.1,62,41 - 110,41 - 110
14,0.3_random_field_4-3_0.1-70,0.1310339,0.103497885,0.8551111,0.844811,0.3,3,400,0.1,62,41 - 110,41 - 110
15,0.3_random_field_0-3_0.1-110,0.13651833,0.11040864,0.81394726,0.8293061,0.3,3,400,0.1,102,41 - 110,41 - 110
16,0.3_random_field_1-3_0.1-110,0.16980112,0.13013205,0.9874463,0.94009954,0.3,3,400,0.1,102,41 - 110,41 - 110
17,0.3_random_field_2-3_0.1-110,0.12525578,0.09880618,0.886047,0.86488515,0.3,3,400,0.1,102,41 - 110,41 - 110
18,0.3_random_field_3-3_0.1-110,0.15786152,0.12510502,0.86633474,0.84202605,0.3,3,400,0.1,102,41 - 110,41 - 110
19,0.3_random_field_4-3_0.1-110,0.124756716,0.09706364,0.814147,0.79229087,0.3,3,400,0.1,102,41 - 110,41 - 110
20,0.3_random_field_0-3_0.1-160,0.13777298,0.11101604,0.8214277,0.8338685,0.3,3,400,0.1,129,111 - 220,111 - 220
21,0.3_random_field_1-3_0.1-160,0.17067647,0.1305324,0.9925368,0.94299173,0.3,3,400,0.1,129,111 - 220,111 - 220
22,0.3_random_field_2-3_0.1-160,0.12528084,0.09864707,0.8862243,0.8634924,0.3,3,400,0.1,129,111 - 220,111 - 220
23,0.3_random_field_3-3_0.1-160,0.15755504,0.12450609,0.8646529,0.83799493,0.3,3,400,0.1,129,111 - 220,111 - 220
24,0.3_random_field_4-3_0.1-160,0.123850726,0.09607346,0.80823463,0.7842085,0.3,3,400,0.1,129,111 - 220,111 - 220
25,0.3_random_field_0-3_0.1-220,0.1397375,0.112076834,0.83314055,0.84183633,0.3,3,400,0.1,178,111 - 220,111 - 220
26,0.3_random_field_1-3_0.1-220,0.17152497,0.13075036,0.99747103,0.9445663,0.3,3,400,0.1,178,111 - 220,111 - 220
27,0.3_random_field_2-3_0.1-220,0.12533402,0.09862109,0.8866005,0.86326504,0.3,3,400,0.1,178,111 - 220,111 - 220
28,0.3_random_field_3-3_0.1-220,0.15781552,0.12411992,0.8660823,0.8353958,0.3,3,400,0.1,178,111 - 220,111 - 220
29,0.3_random_field_4-3_0.1-220,0.12309358,0.09533046,0.8032936,0.77814364,0.3,3,400,0.1,178,111 - 220,111 - 220
30,0.3_random_field_0-3_0.1-290,0.14275824,0.11386798,0.8511507,0.8552901,0.3,3,400,0.1,275,221 - 370,221 - 370
31,0.3_random_field_1-3_0.1-290,0.17261787,0.13113216,1.0038266,0.94732445,0.3,3,400,0.1,275,221 - 370,221 - 370
32,0.3_random_field_2-3_0.1-290,0.12591827,0.09912355,0.8907334,0.8676632,0.3,3,400,0.1,275,221 - 370,221 - 370
33,0.3_random_field_3-3_0.1-290,0.1589018,0.1241748,0.8720437,0.8357652,0.3,3,400,0.1,275,221 - 370,221 - 370
34,0.3_random_field_4-3_0.1-290,0.123126395,0.09509671,0.80350775,0.77623564,0.3,3,400,0.1,275,221 - 370,221 - 370
35,0.3_random_field_0-3_0.1-370,0.1443879,0.11491214,0.8608671,0.863133,0.3,3,400,0.1,345,221 - 370,221 - 370
36,0.3_random_field_1-3_0.1-370,0.17295595,0.1311659,1.0057926,0.9475683,0.3,3,400,0.1,345,221 - 370,221 - 370
37,0.3_random_field_2-3_0.1-370,0.12608846,0.09939559,0.8919373,0.87004447,0.3,3,400,0.1,345,221 - 370,221 - 370
38,0.3_random_field_3-3_0.1-370,0.15953854,0.12437187,0.8755382,0.83709157,0.3,3,400,0.1,345,221 - 370,221 - 370
39,0.3_random_field_4-3_0.1-370,0.12341578,0.095275864,0.80539626,0.777698,0.3,3,400,0.1,345,221 - 370,221 - 370
40,0.3_random_field_0-4_0.1-20,0.15978889,0.12674113,0.9526906,0.9519834,0.3,4,479,0.1,17,11 - 40,11 - 40
41,0.3_random_field_1-4_0.1-20,0.16792102,0.13355543,0.97651297,0.9648307,0.3,4,479,0.1,17,11 - 40,11 - 40
42,0.3_random_field_2-4_0.1-20,0.13424306,0.10853973,0.94962215,0.95008636,0.3,4,479,0.1,17,11 - 40,11 - 40
43,0.3_random_field_3-4_0.1-20,0.17483746,0.14174528,0.9594977,0.95402426,0.3,4,479,0.1,17,11 - 40,11 - 40
44,0.3_random_field_4-4_0.1-20,0.14239018,0.11314828,0.9292208,0.9235832,0.3,4,479,0.1,17,11 - 40,11 - 40
45,0.3_random_field_0-4_0.1-40,0.15073748,0.11991957,0.89872444,0.90074503,0.3,4,479,0.1,35,11 - 40,11 - 40
46,0.3_random_field_1-4_0.1-40,0.15476093,0.1203185,0.8999829,0.8692045,0.3,4,479,0.1,35,11 - 40,11 - 40
47,0.3_random_field_2-4_0.1-40,0.13097708,0.10517719,0.9265189,0.9206528,0.3,4,479,0.1,35,11 - 40,11 - 40
48,0.3_random_field_3-4_0.1-40,0.15956694,0.12969054,0.87569404,0.87288916,0.3,4,479,0.1,35,11 - 40,11 - 40
49,0.3_random_field_4-4_0.1-40,0.13524005,0.10743809,0.88255996,0.8769733,0.3,4,479,0.1,35,11 - 40,11 - 40
50,0.3_random_field_0-4_0.1-70,0.13829136,0.11015851,0.8245184,0.8274274,0.3,4,479,0.1,69,41 - 110,41 - 110
51,0.3_random_field_1-4_0.1-70,0.14341097,0.10846722,0.83397937,0.7835885,0.3,4,479,0.1,69,41 - 110,41 - 110
52,0.3_random_field_2-4_0.1-70,0.12127089,0.09588299,0.8578583,0.8392975,0.3,4,479,0.1,69,41 - 110,41 - 110
53,0.3_random_field_3-4_0.1-70,0.14199102,0.11388589,0.7792384,0.7665151,0.3,4,479,0.1,69,41 - 110,41 - 110
54,0.3_random_field_4-4_0.1-70,0.121806554,0.097373575,0.79489464,0.7948208,0.3,4,479,0.1,69,41 - 110,41 - 110
55,0.3_random_field_0-4_0.1-110,0.13376485,0.10648966,0.7975305,0.7998697,0.3,4,479,0.1,89,41 - 110,41 - 110
56,0.3_random_field_1-4_0.1-110,0.1412812,0.10635466,0.8215941,0.768327,0.3,4,479,0.1,89,41 - 110,41 - 110
57,0.3_random_field_2-4_0.1-110,0.1186001,0.09310851,0.8389654,0.8150115,0.3,4,479,0.1,89,41 - 110,41 - 110
58,0.3_random_field_3-4_0.1-110,0.13860688,0.11014352,0.76066643,0.74132687,0.3,4,479,0.1,89,41 - 110,41 - 110
59,0.3_random_field_4-4_0.1-110,0.11535988,0.09233164,0.7528244,0.7536655,0.3,4,479,0.1,89,41 - 110,41 - 110
60,0.3_random_field_0-4_0.1-160,0.12820797,0.10174396,0.76439935,0.76422364,0.3,4,479,0.1,130,111 - 220,111 - 220
61,0.3_random_field_1-4_0.1-160,0.13894111,0.10413009,0.8079858,0.7522562,0.3,4,479,0.1,130,111 - 220,111 - 220
62,0.3_random_field_2-4_0.1-160,0.11663116,0.090669185,0.8250373,0.7936592,0.3,4,479,0.1,130,111 - 220,111 - 220
63,0.3_random_field_3-4_0.1-160,0.13573426,0.10655423,0.74490166,0.717169,0.3,4,479,0.1,130,111 - 220,111 - 220
64,0.3_random_field_4-4_0.1-160,0.10769562,0.085594155,0.7028084,0.69867015,0.3,4,479,0.1,130,111 - 220,111 - 220
65,0.3_random_field_0-4_0.1-220,0.1260251,0.09977812,0.7513847,0.7494577,0.3,4,479,0.1,166,111 - 220,111 - 220
66,0.3_random_field_1-4_0.1-220,0.138233,0.103302345,0.80386794,0.74627644,0.3,4,479,0.1,166,111 - 220,111 - 220
67,0.3_random_field_2-4_0.1-220,0.11600389,0.089818664,0.8206001,0.7862143,0.3,4,479,0.1,166,111 - 220,111 - 220
68,0.3_random_field_3-4_0.1-220,0.13487466,0.10519325,0.74018425,0.7080088,0.3,4,479,0.1,166,111 - 220,111 - 220
69,0.3_random_field_4-4_0.1-220,0.105057776,0.083351366,0.68559414,0.6803632,0.3,4,479,0.1,166,111 - 220,111 - 220
70,0.3_random_field_0-4_0.1-290,0.12452324,0.09832032,0.7424303,0.7385078,0.3,4,479,0.1,224,221 - 370,221 - 370
71,0.3_random_field_1-4_0.1-290,0.13787253,0.102761075,0.80177164,0.7423662,0.3,4,479,0.1,224,221 - 370,221 - 370
72,0.3_random_field_2-4_0.1-290,0.11559487,0.08916118,0.8177067,0.7804591,0.3,4,479,0.1,224,221 - 370,221 - 370
73,0.3_random_field_3-4_0.1-290,0.13458014,0.10420388,0.7385679,0.7013498,0.3,4,479,0.1,224,221 - 370,221 - 370
74,0.3_random_field_4-4_0.1-290,0.10378708,0.08224939,0.6773017,0.6713682,0.3,4,479,0.1,224,221 - 370,221 - 370
75,0.3_random_field_0-4_0.1-370,0.12346425,0.0972647,0.7361164,0.7305788,0.3,4,479,0.1,358,221 - 370,221 - 370
76,0.3_random_field_1-4_0.1-370,0.13813828,0.102583304,0.80331707,0.74108195,0.3,4,479,0.1,358,221 - 370,221 - 370
77,0.3_random_field_2-4_0.1-370,0.11529557,0.088609785,0.8155895,0.77563256,0.3,4,479,0.1,358,221 - 370,221 - 370
78,0.3_random_field_3-4_0.1-370,0.13484384,0.103532754,0.7400151,0.6968328,0.3,4,479,0.1,358,221 - 370,221 - 370
79,0.3_random_field_4-4_0.1-370,0.10220476,0.080968425,0.66697574,0.6609122,0.3,4,479,0.1,358,221 - 370,221 - 370
80,0.3_random_field_0-5_0.1-20,0.16210513,0.1284743,0.9665004,0.96500164,0.3,5,559,0.1,12,11 - 40,11 - 40
81,0.3_random_field_1-5_0.1-20,0.16940176,0.13563271,0.98512393,0.97983736,0.3,5,559,0.1,12,11 - 40,11 - 40
82,0.3_random_field_2-5_0.1-20,0.13493028,0.1095756,0.9544835,0.95915365,0.3,5,559,0.1,12,11 - 40,11 - 40
83,0.3_random_field_3-5_0.1-20,0.17688955,0.14392184,0.9707595,0.96867365,0.3,5,559,0.1,12,11 - 40,11 - 40
84,0.3_random_field_4-5_0.1-20,0.14329419,0.114316076,0.9351202,0.9331155,0.3,5,559,0.1,12,11 - 40,11 - 40
85,0.3_random_field_0-5_0.1-40,0.1438937,0.1147612,0.8579206,0.86199933,0.3,5,559,0.1,39,11 - 40,11 - 40
86,0.3_random_field_1-5_0.1-40,0.14972354,0.11828204,0.870689,0.8544927,0.3,5,559,0.1,39,11 - 40,11 - 40
87,0.3_random_field_2-5_0.1-40,0.1271457,0.10335814,0.8994161,0.9047301,0.3,5,559,0.1,39,11 - 40,11 - 40
88,0.3_random_field_3-5_0.1-40,0.14979883,0.122829586,0.82208717,0.8267111,0.3,5,559,0.1,39,11 - 40,11 - 40
89,0.3_random_field_4-5_0.1-40,0.13264628,0.10534364,0.8656333,0.85987717,0.3,5,559,0.1,39,11 - 40,11 - 40
90,0.3_random_field_0-5_0.1-70,0.13992555,0.111562856,0.8342618,0.83797574,0.3,5,559,0.1,49,41 - 110,41 - 110
91,0.3_random_field_1-5_0.1-70,0.14371811,0.11327506,0.8357655,0.8183213,0.3,5,559,0.1,49,41 - 110,41 - 110
92,0.3_random_field_2-5_0.1-70,0.12472812,0.10160652,0.88231444,0.8893975,0.3,5,559,0.1,49,41 - 110,41 - 110
93,0.3_random_field_3-5_0.1-70,0.14307736,0.117206186,0.7852002,0.7888625,0.3,5,559,0.1,49,41 - 110,41 - 110
94,0.3_random_field_4-5_0.1-70,0.13044077,0.103374645,0.85124046,0.8438051,0.3,5,559,0.1,49,41 - 110,41 - 110
95,0.3_random_field_0-5_0.1-110,0.1312282,0.10382061,0.7824065,0.7798218,0.3,5,559,0.1,89,41 - 110,41 - 110
96,0.3_random_field_1-5_0.1-110,0.12977156,0.1026361,0.754662,0.74146336,0.3,5,559,0.1,89,41 - 110,41 - 110
97,0.3_random_field_2-5_0.1-110,0.11215207,0.091674894,0.79335266,0.8024625,0.3,5,559,0.1,89,41 - 110,41 - 110
98,0.3_random_field_3-5_0.1-110,0.13089608,0.10607564,0.71835,0.7139478,0.3,5,559,0.1,89,41 - 110,41 - 110
99,0.3_random_field_4-5_0.1-110,0.120433785,0.094629705,0.78593606,0.7724237,0.3,5,559,0.1,89,41 - 110,41 - 110
100,0.3_random_field_0-5_0.1-160,0.12691642,0.09919704,0.7566989,0.74509305,0.3,5,559,0.1,154,111 - 220,111 - 220
101,0.3_random_field_1-5_0.1-160,0.12162814,0.0964478,0.7073055,0.6967579,0.3,5,559,0.1,154,111 - 220,111 - 220
102,0.3_random_field_2-5_0.1-160,0.10641276,0.086251885,0.7527534,0.754993,0.3,5,559,0.1,154,111 - 220,111 - 220
103,0.3_random_field_3-5_0.1-160,0.12535201,0.10045734,0.6879245,0.6761335,0.3,5,559,0.1,154,111 - 220,111 - 220
104,0.3_random_field_4-5_0.1-160,0.105323866,0.082001716,0.6873306,0.6693466,0.3,5,559,0.1,154,111 - 220,111 - 220
105,0.3_random_field_0-5_0.1-220,0.12611835,0.09800548,0.75194067,0.736143,0.3,5,559,0.1,193,111 - 220,111 - 220
106,0.3_random_field_1-5_0.1-220,0.11985112,0.09494425,0.69697154,0.685896,0.3,5,559,0.1,193,111 - 220,111 - 220
107,0.3_random_field_2-5_0.1-220,0.10557018,0.08538874,0.74679303,0.7474376,0.3,5,559,0.1,193,111 - 220,111 - 220
108,0.3_random_field_3-5_0.1-220,0.12421762,0.0990447,0.68169904,0.6666257,0.3,5,559,0.1,193,111 - 220,111 - 220
109,0.3_random_field_4-5_0.1-220,0.10163657,0.07912964,0.6632678,0.64590293,0.3,5,559,0.1,193,111 - 220,111 - 220
110,0.3_random_field_0-5_0.1-290,0.12542821,0.096813895,0.747826,0.7271927,0.3,5,559,0.1,260,221 - 370,221 - 370
111,0.3_random_field_1-5_0.1-290,0.11833773,0.09351198,0.6881707,0.6755489,0.3,5,559,0.1,260,221 - 370,221 - 370
112,0.3_random_field_2-5_0.1-290,0.105102696,0.08479777,0.7434861,0.7422646,0.3,5,559,0.1,260,221 - 370,221 - 370
113,0.3_random_field_3-5_0.1-290,0.12337666,0.09764929,0.6770839,0.6572338,0.3,5,559,0.1,260,221 - 370,221 - 370
114,0.3_random_field_4-5_0.1-290,0.09894957,0.07716484,0.6457327,0.6298651,0.3,5,559,0.1,260,221 - 370,221 - 370
115,0.3_random_field_0-5_0.1-370,0.12528132,0.09621465,0.74695015,0.72269166,0.3,5,559,0.1,317,221 - 370,221 - 370
116,0.3_random_field_1-5_0.1-370,0.11782583,0.092906125,0.68519384,0.67117214,0.3,5,559,0.1,317,221 - 370,221 - 370
117,0.3_random_field_2-5_0.1-370,0.10498355,0.08455695,0.7426433,0.74015665,0.3,5,559,0.1,317,221 - 370,221 - 370
118,0.3_random_field_3-5_0.1-370,0.12308498,0.09699189,0.67548317,0.65280914,0.3,5,559,0.1,317,221 - 370,221 - 370
119,0.3_random_field_4-5_0.1-370,0.09790394,0.076429024,0.63890904,0.6238589,0.3,5,559,0.1,317,221 - 370,221 - 370
120,0.3_random_field_0-7_0.1-20,0.15925604,0.12668155,0.9495137,0.95153594,0.3,7,719,0.1,14,11 - 40,11 - 40
121,0.3_random_field_1-7_0.1-20,0.16820787,0.13482693,0.97818106,0.97401625,0.3,7,719,0.1,14,11 - 40,11 - 40
122,0.3_random_field_2-7_0.1-20,0.13401514,0.108853824,0.9480099,0.95283574,0.3,7,719,0.1,14,11 - 40,11 - 40
123,0.3_random_field_3-7_0.1-20,0.17553683,0.14306217,0.9633358,0.96288764,0.3,7,719,0.1,14,11 - 40,11 - 40
124,0.3_random_field_4-7_0.1-20,0.14276905,0.113430224,0.9316933,0.92588466,0.3,7,719,0.1,14,11 - 40,11 - 40
125,0.3_random_field_0-7_0.1-40,0.1483829,0.11891125,0.884686,0.8931713,0.3,7,719,0.1,29,11 - 40,11 - 40
126,0.3_random_field_1-7_0.1-40,0.1595519,0.12723255,0.9278439,0.919153,0.3,7,719,0.1,29,11 - 40,11 - 40
127,0.3_random_field_2-7_0.1-40,0.12924089,0.10494303,0.91423726,0.9186032,0.3,7,719,0.1,29,11 - 40,11 - 40
128,0.3_random_field_3-7_0.1-40,0.16053705,0.13134944,0.8810179,0.8840545,0.3,7,719,0.1,29,11 - 40,11 - 40
129,0.3_random_field_4-7_0.1-40,0.13593365,0.10787935,0.88708633,0.8805751,0.3,7,719,0.1,29,11 - 40,11 - 40
130,0.3_random_field_0-7_0.1-70,0.13856313,0.111896664,0.8261387,0.84048307,0.3,7,719,0.1,48,41 - 110,41 - 110
131,0.3_random_field_1-7_0.1-70,0.14777865,0.11718857,0.8593788,0.8465933,0.3,7,719,0.1,48,41 - 110,41 - 110
132,0.3_random_field_2-7_0.1-70,0.12463825,0.101307064,0.8816787,0.88677627,0.3,7,719,0.1,48,41 - 110,41 - 110
133,0.3_random_field_3-7_0.1-70,0.14432484,0.11802472,0.79204625,0.7943717,0.3,7,719,0.1,48,41 - 110,41 - 110
134,0.3_random_field_4-7_0.1-70,0.13062675,0.10340063,0.8524541,0.84401715,0.3,7,719,0.1,48,41 - 110,41 - 110
135,0.3_random_field_0-7_0.1-110,0.12079409,0.09754695,0.7201964,0.73269886,0.3,7,719,0.1,105,41 - 110,41 - 110
136,0.3_random_field_1-7_0.1-110,0.12271185,0.09702968,0.7136076,0.7009615,0.3,7,719,0.1,105,41 - 110,41 - 110
137,0.3_random_field_2-7_0.1-110,0.104636714,0.08503053,0.7401898,0.7443021,0.3,7,719,0.1,105,41 - 110,41 - 110
138,0.3_random_field_3-7_0.1-110,0.122860104,0.09912863,0.67424905,0.66719055,0.3,7,719,0.1,105,41 - 110,41 - 110
139,0.3_random_field_4-7_0.1-110,0.11483129,0.09040562,0.7493749,0.7379442,0.3,7,719,0.1,105,41 - 110,41 - 110
140,0.3_random_field_0-7_0.1-160,0.113739364,0.09179062,0.6781349,0.68946165,0.3,7,719,0.1,139,111 - 220,111 - 220
141,0.3_random_field_1-7_0.1-160,0.11281642,0.089543276,0.6560626,0.64687824,0.3,7,719,0.1,139,111 - 220,111 - 220
142,0.3_random_field_2-7_0.1-160,0.09793243,0.07909658,0.69276434,0.6923601,0.3,7,719,0.1,139,111 - 220,111 - 220
143,0.3_random_field_3-7_0.1-160,0.11688575,0.093583904,0.64146215,0.6298715,0.3,7,719,0.1,139,111 - 220,111 - 220
144,0.3_random_field_4-7_0.1-160,0.10457319,0.08188052,0.6824318,0.66835725,0.3,7,719,0.1,139,111 - 220,111 - 220
145,0.3_random_field_0-7_0.1-220,0.10713002,0.08640145,0.6387288,0.6489823,0.3,7,719,0.1,196,111 - 220,111 - 220
146,0.3_random_field_1-7_0.1-220,0.103686236,0.082400136,0.60296774,0.5952748,0.3,7,719,0.1,196,111 - 220,111 - 220
147,0.3_random_field_2-7_0.1-220,0.093436085,0.075046964,0.66095763,0.6569124,0.3,7,719,0.1,196,111 - 220,111 - 220
148,0.3_random_field_3-7_0.1-220,0.11067869,0.087726206,0.60739815,0.59044594,0.3,7,719,0.1,196,111 - 220,111 - 220
149,0.3_random_field_4-7_0.1-220,0.093660206,0.073029056,0.611215,0.5961064,0.3,7,719,0.1,196,111 - 220,111 - 220
150,0.3_random_field_0-7_0.1-290,0.104355186,0.0839766,0.6221847,0.63076866,0.3,7,719,0.1,249,221 - 370,221 - 370
151,0.3_random_field_1-7_0.1-290,0.098846756,0.07845025,0.57482463,0.56674004,0.3,7,719,0.1,249,221 - 370,221 - 370
152,0.3_random_field_2-7_0.1-290,0.09120346,0.07314854,0.64516425,0.64029485,0.3,7,719,0.1,249,221 - 370,221 - 370
153,0.3_random_field_3-7_0.1-290,0.107026614,0.08434262,0.5873558,0.56767255,0.3,7,719,0.1,249,221 - 370,221 - 370
154,0.3_random_field_4-7_0.1-290,0.089252554,0.06960088,0.5824512,0.5681236,0.3,7,719,0.1,249,221 - 370,221 - 370
155,0.3_random_field_0-7_0.1-370,0.101862445,0.0816408,0.6073225,0.6132239,0.3,7,719,0.1,344,221 - 370,221 - 370
156,0.3_random_field_1-7_0.1-370,0.09411779,0.07442385,0.54732424,0.53765255,0.3,7,719,0.1,344,221 - 370,221 - 370
157,0.3_random_field_2-7_0.1-370,0.089217015,0.07148264,0.63111234,0.62571263,0.3,7,719,0.1,344,221 - 370,221 - 370
158,0.3_random_field_3-7_0.1-370,0.10308227,0.080563456,0.5657095,0.5422367,0.3,7,719,0.1,344,221 - 370,221 - 370
159,0.3_random_field_4-7_0.1-370,0.0854554,0.06673778,0.5576715,0.54475325,0.3,7,719,0.1,344,221 - 370,221 - 370
160,0.3_random_field_0-9_0.1-20,0.15758966,0.12528984,0.93957835,0.9410825,0.3,9,878,0.1,16,11 - 40,11 - 40
161,0.3_random_field_1-9_0.1-20,0.16592193,0.13269918,0.9648876,0.9586449,0.3,9,878,0.1,16,11 - 40,11 - 40
162,0.3_random_field_2-9_0.1-20,0.13328359,0.1083224,0.9428349,0.94818395,0.3,9,878,0.1,16,11 - 40,11 - 40
163,0.3_random_field_3-9_0.1-20,0.17243847,0.14073011,0.9463322,0.9471916,0.3,9,878,0.1,16,11 - 40,11 - 40
164,0.3_random_field_4-9_0.1-20,0.14197588,0.112895,0.9265171,0.9215158,0.3,9,878,0.1,16,11 - 40,11 - 40
165,0.3_random_field_0-9_0.1-40,0.14939658,0.11935605,0.8907297,0.8965123,0.3,9,878,0.1,27,11 - 40,11 - 40
166,0.3_random_field_1-9_0.1-40,0.15972412,0.12711647,0.9288454,0.9183144,0.3,9,878,0.1,27,11 - 40,11 - 40
167,0.3_random_field_2-9_0.1-40,0.12962303,0.105391696,0.9169405,0.9225305,0.3,9,878,0.1,27,11 - 40,11 - 40
168,0.3_random_field_3-9_0.1-40,0.16060562,0.13142714,0.88139427,0.88457745,0.3,9,878,0.1,27,11 - 40,11 - 40
169,0.3_random_field_4-9_0.1-40,0.13699839,0.108821414,0.8940346,0.8882648,0.3,9,878,0.1,27,11 - 40,11 - 40
170,0.3_random_field_0-9_0.1-70,0.13935767,0.112156555,0.83087593,0.8424352,0.3,9,878,0.1,45,41 - 110,41 - 110
171,0.3_random_field_1-9_0.1-70,0.14867498,0.11740248,0.86459124,0.8481386,0.3,9,878,0.1,45,41 - 110,41 - 110
172,0.3_random_field_2-9_0.1-70,0.124875315,0.10162723,0.8833557,0.8895788,0.3,9,878,0.1,45,41 - 110,41 - 110
173,0.3_random_field_3-9_0.1-70,0.14398411,0.117968395,0.79017633,0.79399264,0.3,9,878,0.1,45,41 - 110,41 - 110
174,0.3_random_field_4-9_0.1-70,0.13167226,0.104369484,0.859277,0.8519255,0.3,9,878,0.1,45,41 - 110,41 - 110
175,0.3_random_field_0-9_0.1-110,0.12223554,0.09838359,0.72879064,0.7389831,0.3,9,878,0.1,91,41 - 110,41 - 110
176,0.3_random_field_1-9_0.1-110,0.12694238,0.099620886,0.7382094,0.71968085,0.3,9,878,0.1,91,41 - 110,41 - 110
177,0.3_random_field_2-9_0.1-110,0.10820939,0.088565834,0.7654625,0.7752478,0.3,9,878,0.1,91,41 - 110,41 - 110
178,0.3_random_field_3-9_0.1-110,0.12517276,0.10188883,0.6869408,0.68576825,0.3,9,878,0.1,91,41 - 110,41 - 110
179,0.3_random_field_4-9_0.1-110,0.11937303,0.09433488,0.77901375,0.7700171,0.3,9,878,0.1,91,41 - 110,41 - 110
180,0.3_random_field_0-9_0.1-160,0.115741245,0.09277832,0.69007045,0.6968805,0.3,9,878,0.1,113,111 - 220,111 - 220
181,0.3_random_field_1-9_0.1-160,0.11960012,0.09400812,0.6955119,0.6791331,0.3,9,878,0.1,113,111 - 220,111 - 220
182,0.3_random_field_2-9_0.1-160,0.101669066,0.08305221,0.7191969,0.72698516,0.3,9,878,0.1,113,111 - 220,111 - 220
183,0.3_random_field_3-9_0.1-160,0.12046236,0.09766461,0.6610904,0.6573369,0.3,9,878,0.1,113,111 - 220,111 - 220
184,0.3_random_field_4-9_0.1-160,0.11214871,0.08847562,0.7318687,0.7221904,0.3,9,878,0.1,113,111 - 220,111 - 220
185,0.3_random_field_0-9_0.1-220,0.10300566,0.08197767,0.6141386,0.61575425,0.3,9,878,0.1,181,111 - 220,111 - 220
186,0.3_random_field_1-9_0.1-220,0.10539777,0.08313212,0.6129208,0.60056275,0.3,9,878,0.1,181,111 - 220,111 - 220
187,0.3_random_field_2-9_0.1-220,0.09130339,0.07387918,0.6458712,0.6466904,0.3,9,878,0.1,181,111 - 220,111 - 220
188,0.3_random_field_3-9_0.1-220,0.110565126,0.08876243,0.6067749,0.59742033,0.3,9,878,0.1,181,111 - 220,111 - 220
189,0.3_random_field_4-9_0.1-220,0.09295774,0.07289462,0.6066308,0.595009,0.3,9,878,0.1,181,111 - 220,111 - 220
190,0.3_random_field_0-9_0.1-290,0.09894377,0.07843061,0.5899209,0.5891114,0.3,9,878,0.1,225,221 - 370,221 - 370
191,0.3_random_field_1-9_0.1-290,0.100510195,0.079320095,0.58449805,0.573024,0.3,9,878,0.1,225,221 - 370,221 - 370
192,0.3_random_field_2-9_0.1-290,0.08787312,0.07079993,0.6216058,0.6197367,0.3,9,878,0.1,225,221 - 370,221 - 370
193,0.3_random_field_3-9_0.1-290,0.10597278,0.08473263,0.5815724,0.57029754,0.3,9,878,0.1,225,221 - 370,221 - 370
194,0.3_random_field_4-9_0.1-290,0.08714061,0.06832768,0.5686689,0.557731,0.3,9,878,0.1,225,221 - 370,221 - 370
195,0.3_random_field_0-9_0.1-370,0.093626365,0.07363296,0.5582175,0.5530751,0.3,9,878,0.1,336,221 - 370,221 - 370
196,0.3_random_field_1-9_0.1-370,0.09319431,0.07338564,0.5419539,0.5301523,0.3,9,878,0.1,336,221 - 370,221 - 370
197,0.3_random_field_2-9_0.1-370,0.083270244,0.066736065,0.58904546,0.5841642,0.3,9,878,0.1,336,221 - 370,221 - 370
198,0.3_random_field_3-9_0.1-370,0.09827616,0.07807792,0.5393338,0.5255076,0.3,9,878,0.1,336,221 - 370,221 - 370
