,result_name,rmse,mae,relative_rmse,relative_mae,len_scale,n_turns,n_measurements,sensor_noise_ratio,n_inducing_points,Inducing points,Number of inducing points (binned)
419,0.5_random_field_4-7_0.1-110,0.09582643,0.07824459,0.41564593,0.40271997,0.5,7,719,0.1,93,41 - 110,41 - 110
420,0.5_random_field_0-7_0.1-160,0.07838694,0.060909174,0.45400405,0.43468794,0.5,7,719,0.1,133,111 - 220,111 - 220
421,0.5_random_field_1-7_0.1-160,0.08725352,0.071697354,0.3645906,0.35805276,0.5,7,719,0.1,133,111 - 220,111 - 220
422,0.5_random_field_2-7_0.1-160,0.08009685,0.06312222,0.55386084,0.5652346,0.5,7,719,0.1,133,111 - 220,111 - 220
423,0.5_random_field_3-7_0.1-160,0.08438735,0.06756829,0.46381164,0.4547061,0.5,7,719,0.1,133,111 - 220,111 - 220
424,0.5_random_field_4-7_0.1-160,0.08757243,0.071053915,0.3798443,0.36571002,0.5,7,719,0.1,133,111 - 220,111 - 220
425,0.5_random_field_0-7_0.1-220,0.072112456,0.05614501,0.41766328,0.40068772,0.5,7,719,0.1,196,111 - 220,111 - 220
426,0.5_random_field_1-7_0.1-220,0.07907626,0.06455537,0.33042175,0.32238606,0.5,7,719,0.1,196,111 - 220,111 - 220
427,0.5_random_field_2-7_0.1-220,0.07429565,0.05841116,0.5137462,0.5230489,0.5,7,719,0.1,196,111 - 220,111 - 220
428,0.5_random_field_3-7_0.1-220,0.07652267,0.060840327,0.4205856,0.40942976,0.5,7,719,0.1,196,111 - 220,111 - 220
429,0.5_random_field_4-7_0.1-220,0.08074667,0.06509752,0.35023767,0.33505282,0.5,7,719,0.1,196,111 - 220,111 - 220
430,0.5_random_field_0-7_0.1-290,0.069179215,0.05391651,0.40067443,0.3847837,0.5,7,719,0.1,252,221 - 370,221 - 370
431,0.5_random_field_1-7_0.1-290,0.075070776,0.061003264,0.31368476,0.30464703,0.5,7,719,0.1,252,221 - 370,221 - 370
432,0.5_random_field_2-7_0.1-290,0.07170838,0.056380834,0.49585554,0.50486815,0.5,7,719,0.1,252,221 - 370,221 - 370
433,0.5_random_field_3-7_0.1-290,0.07215192,0.057124745,0.396563,0.38442546,0.5,7,719,0.1,252,221 - 370,221 - 370
434,0.5_random_field_4-7_0.1-290,0.07730864,0.06197011,0.33532524,0.31895626,0.5,7,719,0.1,252,221 - 370,221 - 370
435,0.5_random_field_0-7_0.1-370,0.06666593,0.05200684,0.38611794,0.37115502,0.5,7,719,0.1,335,221 - 370,221 - 370
436,0.5_random_field_1-7_0.1-370,0.071707144,0.05800248,0.29962975,0.2896613,0.5,7,719,0.1,335,221 - 370,221 - 370
437,0.5_random_field_2-7_0.1-370,0.06927468,0.054532014,0.47902673,0.4883127,0.5,7,719,0.1,335,221 - 370,221 - 370
438,0.5_random_field_3-7_0.1-370,0.067965835,0.053523827,0.37355533,0.3601928,0.5,7,719,0.1,335,221 - 370,221 - 370
439,0.5_random_field_4-7_0.1-370,0.07410275,0.059051935,0.32141975,0.3039366,0.5,7,719,0.1,335,221 - 370,221 - 370
440,0.5_random_field_0-9_0.1-20,0.1457795,0.11651626,0.8443305,0.8315367,0.5,9,878,0.1,17,11 - 40,11 - 40
441,0.5_random_field_1-9_0.1-20,0.1802779,0.14860281,0.7532948,0.7421145,0.5,9,878,0.1,17,11 - 40,11 - 40
442,0.5_random_field_2-9_0.1-20,0.1287936,0.10160606,0.89059347,0.90984225,0.5,9,878,0.1,17,11 - 40,11 - 40
443,0.5_random_field_3-9_0.1-20,0.1388298,0.11325532,0.7630394,0.7621606,0.5,9,878,0.1,17,11 - 40,11 - 40
444,0.5_random_field_4-9_0.1-20,0.14310195,0.12156098,0.62070286,0.62566674,0.5,9,878,0.1,17,11 - 40,11 - 40
445,0.5_random_field_0-9_0.1-40,0.13513719,0.1071706,0.78269196,0.7648399,0.5,9,878,0.1,27,11 - 40,11 - 40
446,0.5_random_field_1-9_0.1-40,0.15672953,0.12875324,0.6548975,0.64298683,0.5,9,878,0.1,27,11 - 40,11 - 40
447,0.5_random_field_2-9_0.1-40,0.11758499,0.093579456,0.8130872,0.83796716,0.5,9,878,0.1,27,11 - 40,11 - 40
448,0.5_random_field_3-9_0.1-40,0.1253584,0.102792285,0.6889976,0.69174874,0.5,9,878,0.1,27,11 - 40,11 - 40
449,0.5_random_field_4-9_0.1-40,0.124264255,0.10445618,0.5389946,0.53762937,0.5,9,878,0.1,27,11 - 40,11 - 40
450,0.5_random_field_0-9_0.1-70,0.11389973,0.08969139,0.6596882,0.6400968,0.5,9,878,0.1,48,41 - 110,41 - 110
451,0.5_random_field_1-9_0.1-70,0.128321,0.105058596,0.53619194,0.524657,0.5,9,878,0.1,48,41 - 110,41 - 110
452,0.5_random_field_2-9_0.1-70,0.10247407,0.08213498,0.7085969,0.7354863,0.5,9,878,0.1,48,41 - 110,41 - 110
453,0.5_random_field_3-9_0.1-70,0.10888055,0.08938507,0.5984317,0.6015238,0.5,9,878,0.1,48,41 - 110,41 - 110
454,0.5_random_field_4-9_0.1-70,0.1063424,0.088045366,0.4612588,0.45316395,0.5,9,878,0.1,48,41 - 110,41 - 110
455,0.5_random_field_0-9_0.1-110,0.08214838,0.06419155,0.47578967,0.45811313,0.5,9,878,0.1,107,41 - 110,41 - 110
456,0.5_random_field_1-9_0.1-110,0.097932175,0.07988046,0.40921158,0.39891875,0.5,9,878,0.1,107,41 - 110,41 - 110
457,0.5_random_field_2-9_0.1-110,0.082477234,0.06555365,0.57032096,0.5870071,0.5,9,878,0.1,107,41 - 110,41 - 110
458,0.5_random_field_3-9_0.1-110,0.0851917,0.0688209,0.4682325,0.46313566,0.5,9,878,0.1,107,41 - 110,41 - 110
459,0.5_random_field_4-9_0.1-110,0.08547755,0.06988085,0.3707578,0.35967234,0.5,9,878,0.1,107,41 - 110,41 - 110
460,0.5_random_field_0-9_0.1-160,0.07487939,0.05852064,0.4336889,0.4176418,0.5,9,878,0.1,146,111 - 220,111 - 220
461,0.5_random_field_1-9_0.1-160,0.08925355,0.07245663,0.37294778,0.36184454,0.5,9,878,0.1,146,111 - 220,111 - 220
462,0.5_random_field_2-9_0.1-160,0.07607599,0.060274586,0.52605706,0.53973514,0.5,9,878,0.1,146,111 - 220,111 - 220
463,0.5_random_field_3-9_0.1-160,0.07667812,0.061553545,0.42144,0.41422942,0.5,9,878,0.1,146,111 - 220,111 - 220
464,0.5_random_field_4-9_0.1-160,0.07874379,0.06407863,0.3415502,0.32980868,0.5,9,878,0.1,146,111 - 220,111 - 220
465,0.5_random_field_0-9_0.1-220,0.07088128,0.055431202,0.4105325,0.39559352,0.5,9,878,0.1,181,111 - 220,111 - 220
466,0.5_random_field_1-9_0.1-220,0.08424308,0.06804781,0.3520114,0.33982712,0.5,9,878,0.1,181,111 - 220,111 - 220
467,0.5_random_field_2-9_0.1-220,0.07219614,0.057089638,0.49922833,0.5112152,0.5,9,878,0.1,181,111 - 220,111 - 220
468,0.5_random_field_3-9_0.1-220,0.07151824,0.05723111,0.39308017,0.38514125,0.5,9,878,0.1,181,111 - 220,111 - 220
469,0.5_random_field_4-9_0.1-220,0.07513293,0.060850475,0.32588813,0.31319356,0.5,9,878,0.1,181,111 - 220,111 - 220
470,0.5_random_field_0-9_0.1-290,0.06761329,0.052956853,0.39160484,0.37793496,0.5,9,878,0.1,226,221 - 370,221 - 370
471,0.5_random_field_1-9_0.1-290,0.07987598,0.06417788,0.33376342,0.3205009,0.5,9,878,0.1,226,221 - 370,221 - 370
472,0.5_random_field_2-9_0.1-290,0.06890481,0.05446441,0.47646913,0.48770732,0.5,9,878,0.1,226,221 - 370,221 - 370
473,0.5_random_field_3-9_0.1-290,0.06654472,0.053094886,0.36574456,0.3573062,0.5,9,878,0.1,226,221 - 370,221 - 370
474,0.5_random_field_4-9_0.1-290,0.07193178,0.05792934,0.31200317,0.29815868,0.5,9,878,0.1,226,221 - 370,221 - 370
475,0.5_random_field_0-9_0.1-370,0.06425382,0.050437193,0.37214738,0.359953,0.5,9,878,0.1,298,221 - 370,221 - 370
476,0.5_random_field_1-9_0.1-370,0.075319886,0.060135722,0.31472567,0.30031458,0.5,9,878,0.1,298,221 - 370,221 - 370
477,0.5_random_field_2-9_0.1-370,0.06559321,0.051864624,0.45356983,0.46442726,0.5,9,878,0.1,298,221 - 370,221 - 370
478,0.5_random_field_3-9_0.1-370,0.060774367,0.04832965,0.33402944,0.32523817,0.5,9,878,0.1,298,221 - 370,221 - 370
479,0.5_random_field_4-9_0.1-370,0.06845933,0.05478041,0.29694146,0.2819513,0.5,9,878,0.1,298,221 - 370,221 - 370
480,0.5_random_field_0-12_0.1-20,0.14506598,0.11619769,0.84019786,0.82926315,0.5,12,1118,0.1,18,11 - 40,11 - 40
481,0.5_random_field_1-12_0.1-20,0.17565958,0.14450462,0.7339971,0.72164834,0.5,12,1118,0.1,18,11 - 40,11 - 40
482,0.5_random_field_2-12_0.1-20,0.12843259,0.10076275,0.88809717,0.90229064,0.5,12,1118,0.1,18,11 - 40,11 - 40
483,0.5_random_field_3-12_0.1-20,0.1374123,0.11192658,0.75524855,0.7532187,0.5,12,1118,0.1,18,11 - 40,11 - 40
484,0.5_random_field_4-12_0.1-20,0.13938774,0.1183703,0.60459256,0.6092445,0.5,12,1118,0.1,18,11 - 40,11 - 40
485,0.5_random_field_0-12_0.1-40,0.13329272,0.105987415,0.77200913,0.75639594,0.5,12,1118,0.1,29,11 - 40,11 - 40
486,0.5_random_field_1-12_0.1-40,0.15230148,0.12498348,0.6363948,0.6241608,0.5,12,1118,0.1,29,11 - 40,11 - 40
487,0.5_random_field_2-12_0.1-40,0.117308445,0.092771865,0.8111749,0.83073545,0.5,12,1118,0.1,29,11 - 40,11 - 40
488,0.5_random_field_3-12_0.1-40,0.12354314,0.101013094,0.6790206,0.67977554,0.5,12,1118,0.1,29,11 - 40,11 - 40
489,0.5_random_field_4-12_0.1-40,0.12096896,0.101532936,0.5247013,0.5225836,0.5,12,1118,0.1,29,11 - 40,11 - 40
490,0.5_random_field_0-12_0.1-70,0.11121138,0.087751694,0.6441177,0.62625384,0.5,12,1118,0.1,51,41 - 110,41 - 110
491,0.5_random_field_1-12_0.1-70,0.12488343,0.10233667,0.52182794,0.5110639,0.5,12,1118,0.1,51,41 - 110,41 - 110
492,0.5_random_field_2-12_0.1-70,0.10157526,0.08095245,0.70238173,0.72489727,0.5,12,1118,0.1,51,41 - 110,41 - 110
493,0.5_random_field_3-12_0.1-70,0.107284315,0.08752026,0.58965844,0.5889744,0.5,12,1118,0.1,51,41 - 110,41 - 110
494,0.5_random_field_4-12_0.1-70,0.10396911,0.08591766,0.4509647,0.4422128,0.5,12,1118,0.1,51,41 - 110,41 - 110
495,0.5_random_field_0-12_0.1-110,0.09586937,0.07523009,0.55525935,0.53689146,0.5,12,1118,0.1,73,41 - 110,41 - 110
496,0.5_random_field_1-12_0.1-110,0.10988737,0.09013247,0.4591666,0.45011672,0.5,12,1118,0.1,73,41 - 110,41 - 110
497,0.5_random_field_2-12_0.1-110,0.09102032,0.07247897,0.6293955,0.6490206,0.5,12,1118,0.1,73,41 - 110,41 - 110
498,0.5_random_field_3-12_0.1-110,0.09724054,0.07878523,0.5344556,0.5301914,0.5,12,1118,0.1,73,41 - 110,41 - 110
499,0.5_random_field_4-12_0.1-110,0.094470136,0.077578075,0.409763,0.39928946,0.5,12,1118,0.1,73,41 - 110,41 - 110
500,0.5_random_field_0-12_0.1-160,0.08043678,0.062955886,0.46587637,0.44929463,0.5,12,1118,0.1,118,111 - 220,111 - 220
501,0.5_random_field_1-12_0.1-160,0.093363285,0.076421976,0.39012036,0.38164726,0.5,12,1118,0.1,118,111 - 220,111 - 220
502,0.5_random_field_2-12_0.1-160,0.0784061,0.062052697,0.5421695,0.55565745,0.5,12,1118,0.1,118,111 - 220,111 - 220
503,0.5_random_field_3-12_0.1-160,0.084066845,0.06722389,0.46205008,0.45238847,0.5,12,1118,0.1,118,111 - 220,111 - 220
504,0.5_random_field_4-12_0.1-160,0.082713686,0.067614354,0.35876954,0.3480068,0.5,12,1118,0.1,118,111 - 220,111 - 220
505,0.5_random_field_0-12_0.1-220,0.072057635,0.056332897,0.41734576,0.40202862,0.5,12,1118,0.1,174,111 - 220,111 - 220
506,0.5_random_field_1-12_0.1-220,0.083306104,0.06784662,0.34809622,0.3388224,0.5,12,1118,0.1,174,111 - 220,111 - 220
507,0.5_random_field_2-12_0.1-220,0.070039384,0.054978278,0.4843146,0.4923088,0.5,12,1118,0.1,174,111 - 220,111 - 220
508,0.5_random_field_3-12_0.1-220,0.07446649,0.059072394,0.40928438,0.3975323,0.5,12,1118,0.1,174,111 - 220,111 - 220
509,0.5_random_field_4-12_0.1-220,0.07463495,0.06067432,0.3237281,0.3122869,0.5,12,1118,0.1,174,111 - 220,111 - 220
510,0.5_random_field_0-12_0.1-290,0.0660182,0.051665924,0.38236636,0.36872202,0.5,12,1118,0.1,254,221 - 370,221 - 370
511,0.5_random_field_1-12_0.1-290,0.07583426,0.061397016,0.31687498,0.30661342,0.5,12,1118,0.1,254,221 - 370,221 - 370
512,0.5_random_field_2-12_0.1-290,0.06420732,0.05029881,0.44398654,0.45040601,0.5,12,1118,0.1,254,221 - 370,221 - 370
513,0.5_random_field_3-12_0.1-290,0.06640888,0.052465435,0.36499798,0.35307026,0.5,12,1118,0.1,254,221 - 370,221 - 370
514,0.5_random_field_4-12_0.1-290,0.068187274,0.054937568,0.29576144,0.2827602,0.5,12,1118,0.1,254,221 - 370,221 - 370
515,0.5_random_field_0-12_0.1-370,0.06246171,0.04895552,0.36176777,0.3493788,0.5,12,1118,0.1,335,221 - 370,221 - 370
516,0.5_random_field_1-12_0.1-370,0.07132131,0.05738106,0.29801753,0.28655794,0.5,12,1118,0.1,335,221 - 370,221 - 370
517,0.5_random_field_2-12_0.1-370,0.06082211,0.047736008,0.42057818,0.42745712,0.5,12,1118,0.1,335,221 - 370,221 - 370
518,0.5_random_field_3-12_0.1-370,0.06113161,0.048200753,0.33599293,0.32437074,0.5,12,1118,0.1,335,221 - 370,221 - 370
519,0.5_random_field_4-12_0.1-370,0.06441441,0.05154256,0.27939668,0.26528633,0.5,12,1118,0.1,335,221 - 370,221 - 370
520,0.5_random_field_0-15_0.1-20,0.14426231,0.11552255,0.83554316,0.8244449,0.5,15,1357,0.1,19,11 - 40,11 - 40
521,0.5_random_field_1-15_0.1-20,0.17269866,0.14190388,0.72162485,0.70866036,0.5,15,1357,0.1,19,11 - 40,11 - 40
522,0.5_random_field_2-15_0.1-20,0.12642911,0.0995654,0.8742433,0.8915689,0.5,15,1357,0.1,19,11 - 40,11 - 40
523,0.5_random_field_3-15_0.1-20,0.13509731,0.11000597,0.74252486,0.7402938,0.5,15,1357,0.1,19,11 - 40,11 - 40
524,0.5_random_field_4-15_0.1-20,0.13422051,0.113818444,0.5821797,0.5858164,0.5,15,1357,0.1,19,11 - 40,11 - 40
525,0.5_random_field_0-15_0.1-40,0.13263892,0.10549466,0.7682224,0.7528793,0.5,15,1357,0.1,30,11 - 40,11 - 40
526,0.5_random_field_1-15_0.1-40,0.14881258,0.12193717,0.62181634,0.6089477,0.5,15,1357,0.1,30,11 - 40,11 - 40
527,0.5_random_field_2-15_0.1-40,0.11524868,0.09153234,0.79693186,0.81963605,0.5,15,1357,0.1,30,11 - 40,11 - 40
528,0.5_random_field_3-15_0.1-40,0.121789426,0.099491,0.66938174,0.6695325,0.5,15,1357,0.1,30,11 - 40,11 - 40
529,0.5_random_field_4-15_0.1-40,0.117274314,0.09816097,0.5086758,0.50522834,0.5,15,1357,0.1,30,11 - 40,11 - 40
530,0.5_random_field_0-15_0.1-70,0.1064973,0.083920226,0.61681455,0.59891,0.5,15,1357,0.1,57,41 - 110,41 - 110
531,0.5_random_field_1-15_0.1-70,0.11810318,0.09653898,0.4934965,0.48211053,0.5,15,1357,0.1,57,41 - 110,41 - 110
532,0.5_random_field_2-15_0.1-70,0.098113745,0.07860424,0.6784457,0.70387,0.5,15,1357,0.1,57,41 - 110,41 - 110
533,0.5_random_field_3-15_0.1-70,0.1041069,0.08468134,0.5721947,0.5698697,0.5,15,1357,0.1,57,41 - 110,41 - 110
534,0.5_random_field_4-15_0.1-70,0.099324696,0.081832856,0.4308196,0.42118856,0.5,15,1357,0.1,57,41 - 110,41 - 110
535,0.5_random_field_0-15_0.1-110,0.09219145,0.07228111,0.5339574,0.51584554,0.5,15,1357,0.1,80,41 - 110,41 - 110
536,0.5_random_field_1-15_0.1-110,0.10483829,0.08558795,0.4380689,0.42742163,0.5,15,1357,0.1,80,41 - 110,41 - 110
537,0.5_random_field_2-15_0.1-110,0.08913132,0.071401775,0.6163332,0.63937473,0.5,15,1357,0.1,80,41 - 110,41 - 110
538,0.5_random_field_3-15_0.1-110,0.09446914,0.0761992,0.5192234,0.5127885,0.5,15,1357,0.1,80,41 - 110,41 - 110
539,0.5_random_field_4-15_0.1-110,0.09048619,0.07413167,0.3924827,0.38155103,0.5,15,1357,0.1,80,41 - 110,41 - 110
540,0.5_random_field_0-15_0.1-160,0.07748621,0.060567796,0.44878715,0.43225163,0.5,15,1357,0.1,130,111 - 220,111 - 220
541,0.5_random_field_1-15_0.1-160,0.08936692,0.072479635,0.3734215,0.36195943,0.5,15,1357,0.1,130,111 - 220,111 - 220
542,0.5_random_field_2-15_0.1-160,0.07675726,0.06130407,0.530768,0.5489538,0.5,15,1357,0.1,130,111 - 220,111 - 220
543,0.5_random_field_3-15_0.1-160,0.08181577,0.06511127,0.44967768,0.43817142,0.5,15,1357,0.1,130,111 - 220,111 - 220
544,0.5_random_field_4-15_0.1-160,0.07957186,0.064869605,0.34514192,0.33387977,0.5,15,1357,0.1,130,111 - 220,111 - 220
545,0.5_random_field_0-15_0.1-220,0.07075411,0.055305023,0.40979597,0.39469305,0.5,15,1357,0.1,176,111 - 220,111 - 220
546,0.5_random_field_1-15_0.1-220,0.08183689,0.06592582,0.3419571,0.32923004,0.5,15,1357,0.1,176,111 - 220,111 - 220
547,0.5_random_field_2-15_0.1-220,0.07035866,0.055999413,0.48652232,0.5014527,0.5,15,1357,0.1,176,111 - 220,111 - 220
548,0.5_random_field_3-15_0.1-220,0.07478239,0.059121385,0.41102064,0.397862,0.5,15,1357,0.1,176,111 - 220,111 - 220
549,0.5_random_field_4-15_0.1-220,0.07370206,0.059867237,0.31968173,0.3081329,0.5,15,1357,0.1,176,111 - 220,111 - 220
550,0.5_random_field_0-15_0.1-290,0.06335388,0.049588878,0.36693507,0.35389885,0.5,15,1357,0.1,272,221 - 370,221 - 370
551,0.5_random_field_1-15_0.1-290,0.0734685,0.05859482,0.3069896,0.2926194,0.5,15,1357,0.1,272,221 - 370,221 - 370
552,0.5_random_field_2-15_0.1-290,0.06293505,0.050049927,0.4351889,0.44817737,0.5,15,1357,0.1,272,221 - 370,221 - 370
553,0.5_random_field_3-15_0.1-290,0.065776646,0.051676642,0.36152306,0.34776202,0.5,15,1357,0.1,272,221 - 370,221 - 370
554,0.5_random_field_4-15_0.1-290,0.066562004,0.05357505,0.28871185,0.27574742,0.5,15,1357,0.1,272,221 - 370,221 - 370
555,0.5_random_field_0-15_0.1-370,0.059615724,0.04681565,0.34528428,0.33410728,0.5,15,1357,0.1,358,221 - 370,221 - 370
556,0.5_random_field_1-15_0.1-370,0.069062985,0.05468288,0.28858107,0.2730834,0.5,15,1357,0.1,358,221 - 370,221 - 370
557,0.5_random_field_2-15_0.1-370,0.05903742,0.047046326,0.40823725,0.4212813,0.5,15,1357,0.1,358,221 - 370,221 - 370
558,0.5_random_field_3-15_0.1-370,0.06069917,0.047534008,0.33361614,0.31988382,0.5,15,1357,0.1,358,221 - 370,221 - 370
559,0.5_random_field_4-15_0.1-370,0.06289118,0.0504712,0.2727897,0.2597721,0.5,15,1357,0.1,358,221 - 370,221 - 370
560,0.75_random_field_0-3_0.1-20,0.16856301,0.13048375,0.76850414,0.74836093,0.75,3,400,0.1,17,11 - 40,11 - 40
561,0.75_random_field_1-3_0.1-20,0.14932187,0.12257756,0.8408441,0.8807283,0.75,3,400,0.1,17,11 - 40,11 - 40
562,0.75_random_field_2-3_0.1-20,0.15031223,0.12425432,0.7559568,0.7597496,0.75,3,400,0.1,17,11 - 40,11 - 40
563,0.75_random_field_3-3_0.1-20,0.16205695,0.1256721,0.80681187,0.78994405,0.75,3,400,0.1,17,11 - 40,11 - 40
564,0.75_random_field_4-3_0.1-20,0.10421579,0.08216142,0.54182553,0.51969904,0.75,3,400,0.1,17,11 - 40,11 - 40
565,0.75_random_field_0-3_0.1-40,0.14254864,0.10973134,0.6499007,0.62934005,0.75,3,400,0.1,27,11 - 40,11 - 40
566,0.75_random_field_1-3_0.1-40,0.1358956,0.11294912,0.7652396,0.8115472,0.75,3,400,0.1,27,11 - 40,11 - 40
567,0.75_random_field_2-3_0.1-40,0.12573728,0.10325873,0.63236344,0.63137263,0.75,3,400,0.1,27,11 - 40,11 - 40
568,0.75_random_field_3-3_0.1-40,0.14016889,0.10744214,0.69784063,0.67535496,0.75,3,400,0.1,27,11 - 40,11 - 40
569,0.75_random_field_4-3_0.1-40,0.09345967,0.07566484,0.48590365,0.47860596,0.75,3,400,0.1,27,11 - 40,11 - 40
570,0.75_random_field_0-3_0.1-70,0.12439175,0.09534891,0.56712073,0.54685277,0.75,3,400,0.1,45,41 - 110,41 - 110
571,0.75_random_field_1-3_0.1-70,0.12430704,0.10275807,0.6999835,0.73832387,0.75,3,400,0.1,45,41 - 110,41 - 110
572,0.75_random_field_2-3_0.1-70,0.106306545,0.08620066,0.5346415,0.52707154,0.75,3,400,0.1,45,41 - 110,41 - 110
573,0.75_random_field_3-3_0.1-70,0.120810285,0.09141097,0.6014625,0.574587,0.75,3,400,0.1,45,41 - 110,41 - 110
574,0.75_random_field_4-3_0.1-70,0.08739759,0.07186019,0.45438644,0.45454022,0.75,3,400,0.1,45,41 - 110,41 - 110
575,0.75_random_field_0-3_0.1-110,0.107834205,0.08311726,0.49163237,0.47670084,0.75,3,400,0.1,103,41 - 110,41 - 110
576,0.75_random_field_1-3_0.1-110,0.11887424,0.09582704,0.6693909,0.68852395,0.75,3,400,0.1,103,41 - 110,41 - 110
577,0.75_random_field_2-3_0.1-110,0.09204118,0.073787004,0.4628975,0.4511686,0.75,3,400,0.1,103,41 - 110,41 - 110
578,0.75_random_field_3-3_0.1-110,0.107275404,0.07995587,0.5340781,0.502583,0.75,3,400,0.1,103,41 - 110,41 - 110
579,0.75_random_field_4-3_0.1-110,0.08306337,0.06831036,0.43185252,0.43208635,0.75,3,400,0.1,103,41 - 110,41 - 110
580,0.75_random_field_0-3_0.1-160,0.10542878,0.08124436,0.48066568,0.4659592,0.75,3,400,0.1,128,111 - 220,111 - 220
581,0.75_random_field_1-3_0.1-160,0.11912216,0.09568952,0.670787,0.6875358,0.75,3,400,0.1,128,111 - 220,111 - 220
582,0.75_random_field_2-3_0.1-160,0.09071749,0.07267892,0.45624036,0.44439325,0.75,3,400,0.1,128,111 - 220,111 - 220
583,0.75_random_field_3-3_0.1-160,0.10590074,0.07888312,0.52723426,0.49583995,0.75,3,400,0.1,128,111 - 220,111 - 220
584,0.75_random_field_4-3_0.1-160,0.08236265,0.067417935,0.42820942,0.42644146,0.75,3,400,0.1,128,111 - 220,111 - 220
585,0.75_random_field_0-3_0.1-220,0.10251547,0.078823775,0.46738344,0.45207646,0.75,3,400,0.1,180,111 - 220,111 - 220
586,0.75_random_field_1-3_0.1-220,0.119993314,0.09585107,0.6756925,0.6886966,0.75,3,400,0.1,180,111 - 220,111 - 220
587,0.75_random_field_2-3_0.1-220,0.08985294,0.071925044,0.45189232,0.4397837,0.75,3,400,0.1,180,111 - 220,111 - 220
588,0.75_random_field_3-3_0.1-220,0.10490043,0.07825643,0.5222541,0.49190074,0.75,3,400,0.1,180,111 - 220,111 - 220
589,0.75_random_field_4-3_0.1-220,0.08194546,0.06658896,0.4260404,0.42119792,0.75,3,400,0.1,180,111 - 220,111 - 220
590,0.75_random_field_0-3_0.1-290,0.10108526,0.077501334,0.46086293,0.44449192,0.75,3,400,0.1,240,221 - 370,221 - 370
591,0.75_random_field_1-3_0.1-290,0.12108569,0.0964891,0.68184376,0.6932809,0.75,3,400,0.1,240,221 - 370,221 - 370
592,0.75_random_field_2-3_0.1-290,0.0901043,0.07197713,0.45315647,0.44010216,0.75,3,400,0.1,240,221 - 370,221 - 370
593,0.75_random_field_3-3_0.1-290,0.104367964,0.07803565,0.5196032,0.490513,0.75,3,400,0.1,240,221 - 370,221 - 370
594,0.75_random_field_4-3_0.1-290,0.08216098,0.06640178,0.42716092,0.42001393,0.75,3,400,0.1,240,221 - 370,221 - 370
595,0.75_random_field_0-3_0.1-370,0.10061535,0.07698122,0.45872054,0.4415089,0.75,3,400,0.1,293,221 - 370,221 - 370
596,0.75_random_field_1-3_0.1-370,0.12183384,0.096693136,0.6860567,0.6947469,0.75,3,400,0.1,293,221 - 370,221 - 370
597,0.75_random_field_2-3_0.1-370,0.09039197,0.07210872,0.45460325,0.4409068,0.75,3,400,0.1,293,221 - 370,221 - 370
598,0.75_random_field_3-3_0.1-370,0.104375884,0.078201815,0.51964265,0.49155745,0.75,3,400,0.1,293,221 - 370,221 - 370
599,0.75_random_field_4-3_0.1-370,0.08260362,0.066602714,0.42946222,0.4212849,0.75,3,400,0.1,293,221 - 370,221 - 370
600,0.75_random_field_0-4_0.1-20,0.16947533,0.13126183,0.77266353,0.7528234,0.75,4,479,0.1,17,11 - 40,11 - 40
601,0.75_random_field_1-4_0.1-20,0.15095708,0.12211796,0.8500521,0.877426,0.75,4,479,0.1,17,11 - 40,11 - 40
602,0.75_random_field_2-4_0.1-20,0.1506481,0.12429754,0.757646,0.7600138,0.75,4,479,0.1,17,11 - 40,11 - 40
603,0.75_random_field_3-4_0.1-20,0.15986031,0.12496352,0.7958758,0.7854901,0.75,4,479,0.1,17,11 - 40,11 - 40
604,0.75_random_field_4-4_0.1-20,0.10927359,0.08592508,0.5681214,0.5435055,0.75,4,479,0.1,17,11 - 40,11 - 40
605,0.75_random_field_0-4_0.1-40,0.13152689,0.10113306,0.59965086,0.5800265,0.75,4,479,0.1,31,11 - 40,11 - 40
606,0.75_random_field_1-4_0.1-40,0.1278889,0.10526881,0.7201533,0.75636375,0.75,4,479,0.1,31,11 - 40,11 - 40
607,0.75_random_field_2-4_0.1-40,0.119247414,0.09740806,0.5997243,0.5955989,0.75,4,479,0.1,31,11 - 40,11 - 40
608,0.75_random_field_3-4_0.1-40,0.12481846,0.09805149,0.62141746,0.61632764,0.75,4,479,0.1,31,11 - 40,11 - 40
609,0.75_random_field_4-4_0.1-40,0.092527315,0.07400846,0.48105627,0.46812877,0.75,4,479,0.1,31,11 - 40,11 - 40
610,0.75_random_field_0-4_0.1-70,0.10013665,0.0771635,0.45653808,0.44255435,0.75,4,479,0.1,62,41 - 110,41 - 110
611,0.75_random_field_1-4_0.1-70,0.10795683,0.08918832,0.60791403,0.64082426,0.75,4,479,0.1,62,41 - 110,41 - 110
612,0.75_random_field_2-4_0.1-70,0.09374089,0.07486873,0.47144577,0.45778278,0.75,4,479,0.1,62,41 - 110,41 - 110
613,0.75_random_field_3-4_0.1-70,0.09138878,0.0718872,0.45498544,0.45186535,0.75,4,479,0.1,62,41 - 110,41 - 110
614,0.75_random_field_4-4_0.1-70,0.08113482,0.06608245,0.42182583,0.41799405,0.75,4,479,0.1,62,41 - 110,41 - 110
615,0.75_random_field_0-4_0.1-110,0.09402917,0.072408386,0.42869318,0.41528243,0.75,4,479,0.1,76,41 - 110,41 - 110
616,0.75_random_field_1-4_0.1-110,0.104535244,0.086058035,0.5886468,0.618333,0.75,4,479,0.1,76,41 - 110,41 - 110
